index,judul_berita
1810,Tim UNAIR Sabet Juara 1 dan Best Presentation LKTI Nasional MOCE 2022
1811,Pakar Kaji Penggunaan Internet di Kalangan Remaja
1812,Pusat Halal Gandeng UKMKI UNAIR Beri Pelatihan Juru Sembelih Halal dan Profesional
1813,Ahli Hukum Islam UNAIR Soroti Isu Ganja Medis
1814,"Pakar UNAIR: Soal Tiket Naik di Taman Nasional Komodo, Pemerintah Harus Tegas dan Bijak"
1815,"Bawa Tradisi Gotong Royong, BEM FK UNAIR Gelar Aksi Donor Darah"
1816,"Direktur Sekolah Pascasarjana UNAIR Paparkan Surabaya Siap Menjadi Kota yang Maju, Humanis, dan Berkelanjutan"
1817,Departemen IKFR FK UNAIR Bersama Tim Sport Clinic RSUD Dr Soetomo Berikan Pelatihan Penanganan Cedera Olahraga pada Mahasiswa
1818,"IISMA di Korea Univerisity, Alin Terkesan dengan Budaya Tepat Waktu Korsel"
1819,Pakar UNAIR Teliti Manfaat Tanaman Obat sebagai Antimalaria
1820,"Pemeriksaan Bahan Baku dan Halal Tourisme, Dua Potensi Kekuatan Industri Halal di Indonesia"
1821,"SPS UNAIR Bedah Buku POLRI, Disrupsi, dan IKN Nusantara"
1822,UNAIR Resmi Jalin Kerja Sama dengan BPJPH RI Guna Dongkrak Potensi Pusat Produsen Halal
1823,Empat Program Studi FISIP Raih Akreditasi Internasional
1824,Mendes RI Ungkap Strategi Lokalisasi SDGs Level Desa
1825,Empat Program Studi FIB UNAIR Raih Akreditasi FIBAA
1826,Summer Program WUACD UNAIR Bahas Strategi Pemberdayaan Perempuan di Indonesia dan Filipina
1827,Pakar Hukum Pidana UNAIR Soroti Kasus ACT dan Penyalahgunaan Donasi Umat
1828,Kenali Beda Ganja Medis dan Ganja Rekreasional
1829,Direktur SIKIA UNAIR Tekankan Calon Lulusan Harus Adaptif dan Terus Belajar
1830,Kupas Program MBKM Melalui Ngobrol Pintar Bersama Civitas Akademika
1831,"Miliki Banyak Manfaat, Dokter FK UNAIR Sarankan Hal Ini Sebelum Legalisasi Ganja"
1832,"Waspadai Kejahatan Cyber, Tak Ada Yang Gratis di Internet"
1833,Membanggakan! Mahasiswa FKH UNAIR Sabet Medali Perak pada PORPROV Jawa Timur VII
1834,"Workshop Prancis-Indonesia, UNAIR Promosikan Peningkatan Pertukaran Pelajar Kedua Negara"
1835,"Dolar tembus Rp 15.000, Pakar Ekonomi UNAIR: Masyarakat Tidak Perlu Panik"
1836,Ustaz Koh Dennis Tekankan Pentingnya Kesiapan sebelum Menikah
1837,Studi Kejepangan Kolaborasi Pembelajaran dengan Shizuoka University of Art and Culture (SUAC) Jepang
1838,"Dapat Dukungan Penuh dari UNAIR, Tim KDMI Maju Nasional"
1839,Mahasiswa UNAIR Wakili Jatim ke Ajang Lomba Debat Nasional
1840,"Kontroversi ACT, Pakar Ekonomi Islam UNAIR: Lembaga Publik Harus Transparan"
1841,"17 Mahasiswa Aktif Terpilih, Siap Jadi Volunteer SDGs Center UNAIR 2022"
1842,UNAIR Masih Buka Seleksi Jalur Mandiri Reguler
1843,Rektor Lepas Mahasiswa KKN ke 11 Wilayah di Jatim
1844,"Dosen FKH UNAIR: Jika Semua Taman Nasional Dibatasi, Perlu Sesuaikan Faktor Lingkungan"
1845,"Vaksin Booster Jadi Syarat Mobilitas Warga, Begini Kata Epidemiolog UNAIR"
1846,Ahli Gizi UNAIR: Residu Pestisida di Mie Instan Sangat Rendah
1847,"Memaknai Iduladha 1443 H, Berlatih Ikhlas dan Bersyukur"
1848,Mahasiswa Kedokteran Hewan SIKIA Periksa Kelayakan Hewan Kurban di Banyuwangi
1849,Tips Aman Bagikan Daging Kurban
1850,"Darurat PMK, Jangan Buang Limbah Kurban Sembarangan"
1851,Pantau Kelayakan Hewan Kurban Lewat Pemeriksaan Antemortem-Postmortem
1852,Ahli Gizi UNAIR Bagi 4 Tips Atasi Kolesterol Tinggi Saat Iduladha
1853,Permintaan dan Penawaran Tidak Sebanding Jadi Penyebab Kenaikan Harga Rumah di Indonesia
1854,Ekonom UNAIR Sebut 2 Dampak Kenaikan Harga Minyak di Indonesia
1855,"Raih Banyak HKI di Bidang Stem Cell, Dosen Vokasi UNAIR Raih Rekor MURI"
1856,PT Sucofindo Gandeng UNAIR Perkuat Kualitas Sumber Daya
1857,Alumni FK UNAIR Paparkan Keunggulan Bekerja sebagai Nakes di UK
1858,"Prodi D-III Paramedik Veteriner Lakukan Pengabdian Penanganan PMK di KAN Jabung, Malang"
1859,UNAIR Perlebar Kerja Sama dengan Pukyong National University
1860,"Dugaan Penyelewengan Dana oleh ACT, Pakar Hukum UNAIR Paparkan Pengaturan Hingga Sanksi Pidananya"
1861,"Bahas Ngeri-Ngeri Sedap, Pakar UNAIR: Film Medium yang Tepat untuk Mempelajari Budaya Orang Lain"
1862,SIKIA Banyuwangi UNAIR Terima Kunjungan HIMAKUA Universitas Tidar Magelang via Daring
1863,Pakar Kebijakan Publik UNAIR Sebut Pelat Putih Sudah Jadi Kebutuhan
1864,Pakar Kajian Sinema UNAIR Beberkan Faktor Keberhasilan Film Ngeri-Ngeri Sedap
1865,Komunitas UNAIR Peduli Hewan Temui Wakil Walikota Surabaya Bahas 5 Isu
1866,Dosen FKH UNAIR: Konservasi Komodo Diperlukan dengan Pembatasan Wisatawan
